PlInf_City,PlInf_Pr/St,PlInf_Cntry,PlInf_Nat,PlInf_Hand,PlInf_CorsicaID,PlInf_H-Ref_Name,PlInf_Last_Name,PlInf_First_Name,PlInf_Position,PlInf_Team,Other_Injuries,ContInf_NMC,ContInf_Status,Eqip_Stick,Eqip_Glove,Eqip_Pants,Eqip_Helmet,Eqip_Skates
Le Blanc-Mesnil,,FRA,FRA,L,PIERRE-EDOUARD.BELLEMARE,Pierre-Edouard Bellemare,Bellemare,Pierre-Edouard,LW,VGK,Hand,,UFA,Bauer - Vapor 1X Lite,CCM - Super Tacks,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Pardubice,,CZE,CZE,L,TOMAS.NOSEK,Tomas Nosek,Nosek,Tomas,LW,VGK,Upper body,,RFA,CCM - RBZ Revolution,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X 2.0
Windsor,ON,CAN,CAN,R,AARON.EKBLAD,Aaron Ekblad,Ekblad,Aaron,D,FLA,,,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor APX2,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
West Vancouver,BC,CAN,CAN,R,SAM.REINHART,Sam Reinhart,Reinhart,Sam,C,BUF,,,RFA,CCM - Ribcor Trigger ASY,CCM - CL Pro,CCM,CCM - Vector V08,CCM - Ribcor 70K
Cologne,,DEU,DEU,L,LEON.DRAISAITL,Leon Draisaitl,Draisaitl,Leon,C,EDM,Concussion,,UFA,Warrior - Covert QR EDGE,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,CCM - Ribcor 50K
Holland Landing,ON,CAN,CAN,L,SAM.BENNETT,Sam Bennett,Bennett,Sam,C,CGY,,,RFA,Easton - Stealth CX,Easton - Stealth RS,Bauer,Easton - E400,Bauer - Vapor 1X
Richmond Hill,ON,CAN,CAN,L,MICHAEL.DAL COLLE,Michael Dal Colle,Dal Colle,Michael,LW,NYI,,,RFA,,,,,
New Westminster,BC,CAN,CAN,R,JAKE.VIRTANEN,Jake Virtanen,Virtanen,Jake,RW,VAN,Illness,,RFA,CCM - Super Tacks 2.0,CCM - CL Pro,CCM,CCM - Vector V08,Bauer - Vapor 1X
Carlyle,SK,CAN,CAN,L,HAYDN.FLEURY,Haydn Fleury,Fleury,Haydn,D,CAR,,,RFA,,,,,
Calgary,AB,CAN,SWE,R,WILLIAM.NYLANDER,William Nylander,Nylander,William,C,TOR,,NTC,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Aalborg,,DNK,DNK,L,NIKOLAJ.EHLERS,Nikolaj Ehlers,Ehlers,Nikolaj,LW,WPG,,,UFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt 100,Bauer - Nexus 1N
Orangeville,ON,CAN,CAN,L,NICK.RITCHIE,Nick Ritchie,Ritchie,Nick,LW,ANA,"Lower body, Upper body",,RFA,CCM - Ribcor Trigger 2 PMT,Verbero - Dextra Pro,Warrior,CCM - Vector V08,Bauer - Vapor 1X 2.0
St. Gallen,,CHE,CHE,L,KEVIN.FIALA,Kevin Fiala,Fiala,Kevin,LW,NSH,Upper body,,RFA,CCM - RBZ Revolution,CCM - Ultra Tacks,CCM,CCM - Vector V08,CCM - Ribcor 50K
Guildford,,GBR,GBR,L,BRENDAN.PERLINI,Brendan Perlini,Perlini,Brendan,LW,ARI,Upper body,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - CL 500,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Prague,,CZE,CZE,L,JAKUB.VRANA,Jakub Vrana,Vrana,Jakub,LW,WSH,,,RFA,,,,,
Jyväskylä,,FIN,FIN,R,JULIUS.HONKA,Julius Honka,Honka,Julius,D,DAL,Upper body,,RFA,CCM - Ribcor Trigger ASY,Warrior - Covert QRL,Bauer,Warrior - Covert PX2,CCM - Super Tacks
Waterford,MI,USA,USA,L,DYLAN.LARKIN,Dylan Larkin,Larkin,Dylan,C,DET,,,RFA,Warrior - Covert QR EDGE,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt 100,Bauer - Vapor 1X 2.0
Massapequa,NY,USA,USA,L,SONNY.MILANO,Sonny Milano,Milano,Sonny,LW,CBJ,Oblique,,RFA,Bauer - Nexus 1N,Bauer - Nexus 1N,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Oxford,MI,USA,USA,L,NATHAN.GERBE,Nathan Gerbe,Gerbe,Nathan,LW/C,CBJ,,,UFA,,,,,
Syracuse,NY,USA,USA,R,ALEX.TUCH,Alex Tuch,Tuch,Alex,RW,VGK,,,RFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,Bauer - Nexus 1N
Carmel,IN,USA,USA,R,ZACH.TROTMAN,Zach Trotman,Trotman,Zach,D,PIT,,,UFA,,,,,
Eden Prairie,MN,USA,USA,L,CASEY.MITTELSTADT,Casey Mittelstadt,Mittelstadt,Casey,C,BUF,,,RFA,Bauer - Vapor 1X,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt 100,Bauer - Vapor 1X 2.0
Kuopio,,FIN,FIN,R,KASPERI.KAPANEN,Kasperi Kapanen,Kapanen,Kasperi,RW,TOR,,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme TotalOne MX3,CCM,Bauer - Re-Akt,Bauer - Supreme 1S
Gothenburg,,SWE,SWE,R,JOHN.KLINGBERG,John Klingberg,Klingberg,John,D,DAL,,NMC,UFA,CCM - Ribcor Trigger ASY,Warrior - Luxe,CCM,Easton - E400,CCM - Ribcor 50K
Toronto,ON,CAN,CAN,L,CAL.O'REILLY,Cal O'Reilly,O'Reilly,Cal,C,MIN,,,UFA,,,,,
Havirov,,CZE,CZE,R,DAVID.PASTRNAK,David Pastrnak,Pastrnak,David,RW,BOS,,,UFA,Bauer - Nexus 2N,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Moscow,,RUS,RUS,L,NIKITA.SCHERBAK,Nikita Scherbak,Scherbak,Nikita,RW,MTL,Knee,,RFA,Bauer - Vapor 1X Lite,CCM - Ultra Tacks,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Moscow,,RUS,RUS,L,NIKOLAY.GOLDOBIN,Nikolay Goldobin,Goldobin,Nikolay,RW,VAN,,,RFA,,,,,
Toronto,ON,CAN,CAN,R,JOSHUA.HO-SANG,Joshua Ho-Sang,Ho-Sang,Joshua,RW,NYI,,,RFA,,,,,
Kramfors,,SWE,SWE,L,ADRIAN.KEMPE,Adrian Kempe,Kempe,Adrian,LW,LAK,Illness,,RFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,CCM - Resistance,Bauer - Vapor 1X 2.0
Edmonton,AB,CAN,CAN,L,JOHN.QUENNEVILLE,John Quenneville,Quenneville,John,C,NJD,Knee,,RFA,,,,,
Denver,CO,USA,USA,L,BRENDAN.LEMIEUX,Brendan Lemieux,Lemieux,Brendan,LW,WPG,,,RFA,,,,,
Moscow,,RUS,RUS,L,IVAN.BARBASHEV,Ivan Barbashev,Barbashev,Ivan,C,STL,,,RFA,CCM - Jetspeed,STX - Surgeon 500,CCM,CCM - Resistance,CCM - JetSpeed FT1
Peterborough,ON,CAN,CAN,R,OWEN.TIPPETT,Owen Tippett,Tippett,Owen,RW,FLA,,,RFA,,,,,
Skellefteå,,SWE,SWE,L,MARCUS.PETTERSSON,Marcus Pettersson,Pettersson,Marcus,D,ANA,,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Ultra Tacks,CCM,CCM - Resistance,CCM - Super Tacks
Stockholm,,SWE,SWE,L,ANDREAS.ENGLUND,Andreas Englund,Englund,Andreas,D,OTT,,,,,,,,
Orsk,,RUS,RUS,L,VLADISLAV.KAMENEV,Vladislav Kamenev,Kamenev,Vladislav,C,COL,Arm,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - Ultra Tacks,CCM,Bauer - Re-Akt,CCM - Ribcor 70K
Listowel,ON,CAN,CAN,R,ROLAND.MCKEOWN,Roland McKeown,McKeown,Roland,D,CAR,,,RFA,,,,,
Cardiff,,GBR,AUS,L,NATHAN.WALKER,Nathan Walker,Walker,Nathan,LW,"WSH, EDM",,,RFA,,,,,
Brantford,ON,CAN,CAN,R,BRANDON.MONTOUR,Brandon Montour,Montour,Brandon,D,ANA,Elbow,NTC,RFA,Warrior - Covert QR EDGE,Warrior - Covert QRL,Warrior,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Boston,MA,USA,USA,L,RYAN.DONATO,Ryan Donato,Donato,Ryan,C,BOS,,,RFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Warrior - Covert PX2,
Palos,IL,USA,USA,L,CHRISTIAN.DVORAK,Christian Dvorak,Dvorak,Christian,C,ARI,Lower body,,RFA,CCM - Ribcor Trigger 2 PMT,CCM - 4-Roll Pro,Bauer,CCM - Vector V08,Bauer - Supreme 1S
Nove Mesto na Morave,,CZE,CZE,R,MARTIN.NECAS,Martin Necas,Necas,Martin,C,CAR,,,RFA,,,,,
Pointe-Claire,QC,CAN,CAN,L,DOMINIC.TURGEON,Dominic Turgeon,Turgeon,Dominic,C,DET,,,RFA,,,,,
Cadca,,SVK,SVK,R,MAREK.HRIVIK,Marek Hrivik,Hrivik,Marek,LW,CGY,Undisclosed,M-NTC,UFA,CCM - Super Tacks 2.0,CCM - Super Tacks,CCM,CCM - Vector V08,CCM - JetSpeed FT1
Markham,ON,CAN,CAN,L,WARREN.FOEGELE,Warren Foegele,Foegele,Warren,LW,CAR,,,RFA,,,,,
Winnipeg,MB,CAN,CAN,R,BRETT.LERNOUT,Brett Lernout,Lernout,Brett,D,MTL,,,RFA,,,,,
Elk Point,AB,CAN,CAN,R,MARK.LETESTU,Mark Letestu,Letestu,Mark,C,"EDM, CBJ",,,UFA,Warrior - Covert QR EDGE,Warrior - Dynasty AX1,Warrior,Bauer - 4500,TRUE - Pro Custom
Skokie,IL,USA,USA,R,LOUIE.BELPEDIO,Louis Belpedio,Belpedio,Louie,D,MIN,,,,CCM - Super Tacks 2.0,CCM - 4-Roll Pro,CCM,CCM - Vector V08,Bauer - Supreme 1S
Tibro,,SWE,SWE,R,ANTON.STRALMAN,Anton Stralman,Stralman,Anton,D,TBL,Undisclosed,,UFA,Easton - Stealth CX,Easton - Pro,Bauer,Easton - E400,TRUE - Pro Custom
Sault Ste. Marie,ON,CAN,CAN,R,MICHAEL.AMADIO,Michael Amadio,Amadio,Michael,C,LAK,,,RFA,Bauer - Vapor 1X Lite,CCM - Quicklite,CCM,CCM - Vector V08,Bauer - Vapor 1X
Roubaix,,FRA,FRA,L,ANTOINE.ROUSSEL,Antoine Roussel,Roussel,Antoine,LW,DAL,"Flu, Illness",,UFA,Bauer - Supreme 1S,Bauer - Supreme TotalOne MX3,Bauer,CCM - Vector V08,Bauer - Vapor 1X
Smogen,,SWE,SWE,L,LIAS.ANDERSSON,Lias Andersson,Andersson,Lias,C,NYR,,M-NTC,RFA,,,,,
Umea,,SWE,SWE,L,LUCAS.WALLMARK,Lucas Wallmark,Wallmark,Lucas,C,CAR,,,RFA,,,,,
Concord,NH,USA,USA,R,BEN.LOVEJOY,Ben Lovejoy,Lovejoy,Ben,D,NJD,,,UFA,Easton - Stealth CX,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Abington,PA,USA,USA,R,ERIK.BURGDOERFER,Erik Burgdoerfer,Burgdoerfer,Erik,D,OTT,,,UFA,,,,,
Sollentuna,,SWE,SWE,R,PATRIC.HORNQVIST,Patric Hornqvist,Hornqvist,Patric,RW,PIT,Upper body,,UFA,CCM - Ribcor Reckoner,Easton - Synergy GX,CCM,Bauer - Re-Akt,CCM - U+ CL
Lakeville,MN,USA,USA,R,JUSTIN.KLOOS,Justin Kloos,Kloos,Justin,C,MIN,,,RFA,,,,,
Skellefteå,,SWE,SWE,R,VIKTOR.ARVIDSSON,Viktor Arvidsson,Arvidsson,Viktor,LW,NSH,Lower body,NTC,UFA,Bauer - Vapor 1X,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Langley,BC,CAN,CAN,L,DANTON.HEINEN,Danton Heinen,Heinen,Danton,C,BOS,,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Winnipeg,MB,CAN,CAN,R,NOLAN.PATRICK,Nolan Patrick,Patrick,Nolan,C,PHI,Upper body,,RFA,Bauer - Supreme 1S,Bauer - Nexus 1000,Bauer,Bauer - Re-Akt,Bauer - Supreme 2S
Linkoping,,SWE,SWE,L,GUSTAV.FORSLING,Gustav Forsling,Forsling,Gustav,D,CHI,Head,,RFA,,,,,
Victoria,BC,CAN,CAN,R,TYSON.BARRIE,Tyson Barrie,Barrie,Tyson,D,COL,"Hand, Upper body",NMC,UFA,CCM - Ribcor Trigger 2 PMT,CCM - HG12,Bauer,Bauer - 4500,Bauer - Nexus 1N
Eden,NY,USA,USA,L,ALEX.IAFALLO,Alex Iafallo,Iafallo,Alex,C,LAK,Upper body,,RFA,CCM - Super Tacks 2.0,CCM - Quicklite,CCM,CCM - Resistance,Bauer - Supreme 1S
Gävle,,SWE,SWE,L,OSKAR.LINDBLOM,Oskar Lindblom,Lindblom,Oskar,LW,PHI,,,RFA,Bauer - Nexus 1N,Bauer - Supreme 1S,Bauer,Bauer - Re-Akt,Bauer - Supreme 1S
Thornhill,ON,CAN,CAN,L,ANDREW.CRESCENZI,Andrew Crescenzi,Crescenzi,Andrew,C,LAK,,,UFA,,,,,
Vasteras,,SWE,SWE,L,DENNIS.RASMUSSEN,Dennis Rasmussen,Rasmussen,Dennis,C,ANA,,,UFA,,,,,
Skellefteå,,SWE,SWE,L,ANTON.LINDHOLM,Anton Lindholm,Lindholm,Anton,D,COL,"Jaw, Upper body",,RFA,CCM - Ribcor Trigger 2 PMT,CCM - 4-Roll Pro,CCM,CCM - Vector V08,CCM - Ribcor 50K
Mequon,WI,USA,USA,L,ANDERS.BJORK,Anders Bjork,Bjork,Anders,LW,BOS,Undisclosed,,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Calgary,AB,CAN,CAN,R,ALEX.NYLANDER,Alexander Nylander,Nylander,Alexander,RW,BUF,,,RFA,,,,,
Halifax,NS,CAN,CAN,L,ALEX.KILLORN,Alex Killorn,Killorn,Alex,LW,TBL,,NMC,UFA,Warrior - Covert QRL,Easton - Synergy HSX,Bauer,Easton - E400,Bauer - Vapor 1X
Burnaby,BC,CAN,CAN,L,KARL.ALZNER,Karl Alzner,Alzner,Karl,D,MTL,,NMC,UFA,CCM - Ribcor Trigger 2 PMT,CCM - Quicklite,CCM,CCM - Resistance,CCM - JetSpeed
Snowflake,MB,CAN,CAN,L,JUSTIN.FALK,Justin Falk,Falk,Justin,D,BUF,Undisclosed,,UFA,CCM - RBZ FT1,CCM - CL Pro,Bauer,CCM - Vector V08,Bauer - Supreme 1S
Victoria,BC,CAN,CAN,L,JAMIE.BENN,Jamie Benn,Benn,Jamie,LW,DAL,,NMC,UFA,Bauer - Supreme TotalOne MX3,Bauer - Vapor 1X,Bauer,Easton - E400,Bauer - Nexus 1N
Pilsen,,CZE,CZE,L,JAKUB.JERABEK,Jakub Jerabek,Jerabek,Jakub,D,"MTL, WSH",,,UFA,,,,,
Chomutov,,CZE,CZE,L,DAVID.KAMPF,David Kampf,Kampf,David,C,CHI,,,RFA,,,,,
Hermantown,MN,USA,USA,R,NEAL.PIONK,Neal Pionk,Pionk,Neal,D,NYR,,,RFA,CCM - Ribcor Trigger ASY,CCM - Quicklite,CCM,CCM - Vector V08,Bauer - Nexus 1N
Ljunby,,SWE,SWE,L,OSCAR.FANTENBERG,Oscar Fantenberg,Fantenberg,Oscar,D,LAK,Back,,RFA,Bauer - Nexus 1N,Bauer - Vapor APX,Bauer,CCM - Resistance,Bauer - Supreme 1S
Welland,ON,CAN,CAN,R,DAN.GIRARDI,Dan Girardi,Girardi,Dan,D,TBL,"Lower body, Neck",,UFA,Easton - Stealth CX,Easton - Pro,Bauer,Bauer - 4500,Bauer - Vapor 1X
Montmagny,QC,CAN,CAN,L,SAMMY.BLAIS,Samuel Blais,Blais,Sammy,LW,STL,"Concussion, Lower body",,RFA,,,,,
Hartford,CT,USA,USA,L,NICK.BONINO,Nick Bonino,Bonino,Nick,C,NSH,Lower body,,UFA,CCM - Ultra Tacks,CCM - HG12,CCM,CCM - Vector V08,CCM - JetSpeed
Aurora,ON,CAN,CAN,L,DYLAN.SIKURA,Dylan Sikura,Sikura,Dylan,RW,CHI,,,RFA,Bauer - Vapor 1X Lite,Bauer - Supreme 1S,Bauer,CCM - Vector V08,Bauer - Vapor 1X 2.0
Ann Arbor,MI,USA,USA,L,IAN.COLE,Ian Cole,Cole,Ian,D,"PIT, CBJ",Mouth,,UFA,Warrior - Alpha QX,Warrior - Covert QRL,Warrior,Bauer - Re-Akt,TRUE - Pro Custom
Stockholm,,SWE,SWE,L,ANDREAS.BORGMAN,Andreas Borgman,Borgman,Andreas,D,TOR,,NMC,RFA,,,,,
Toronto,ON,CAN,CAN,R,CHRIS.DIDOMENICO,Christopher Didomenico,DiDomenico,Christopher,LW,OTT,,NMC,UFA,,,,,
Stockholm,,SWE,SWE,L,PHILIP.HOLM,Philip Holm,Holm,Philip,D,VAN,,,RFA,,,,,
Lempaala,,FIN,FIN,L,HENRIK.HAAPALA,Henrik Haapala,Haapala,Henrik,LW,FLA,,,RFA,,,,,
Maplewood,MN,USA,USA,R,JIM.O'BRIEN,Jim O'Brien,O'Brien,Jim,C,OTT,,,UFA,,,,,
Minneapolis,MN,USA,USA,R,JUSTIN.BRAUN,Justin Braun,Braun,Justin,D,SJS,Illness,,UFA,CCM - Super Tacks 2.0,Bauer - Supreme TotalOne MX3,CCM,Bauer - 5100,Bauer - Nexus 1N
Písek,,CZE,CZE,R,JAN.RUTTA,Jan Rutta,Rutta,Jan,D,CHI,"Undisclosed, Upper body",M-NTC,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
St. Andrews,MB,CAN,CAN,L,DARREN.HELM,Darren Helm,Helm,Darren,LW,DET,"Lower body, Undisclosed",NTC,UFA,Warrior - Alpha QX,Warrior - Covert QR1,Warrior,Warrior - Covert PX2,CCM - JetSpeed
New Rochelle,NY,USA,USA,R,KEVIN.SHATTENKIRK,Kevin Shattenkirk,Shattenkirk,Kevin,D,NYR,Knee,,UFA,Bauer - Supreme 1S,Bauer - Nexus 1N,Bauer,Bauer - 4500,Bauer - Supreme 1S
Langley,BC,CAN,CAN,L,SHEA.THEODORE,Shea Theodore,Theodore,Shea,D,VGK,Throat,,RFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Southampton,NJ,USA,USA,R,KYLE.CRISCUOLO,Kyle Criscuolo,Criscuolo,Kyle,C,BUF,Upper body,,UFA,,,,,
St. Louis,MO,USA,USA,L,PATRICK.MAROON,Patrick Maroon,Maroon,Patrick,LW,"EDM, NJD",Lower body,,UFA,Bauer - Nexus 1N,Bauer - Supreme 1S,Bauer,CCM - Fitlite 80,Bauer - Nexus 1N
Kadan,,CZE,CZE,R,ONDREJ.KASE,Ondrej Kase,Kase,Ondrej,RW,ANA,"Flu, Head",,RFA,CCM - Ribcor Trigger 2 PMT,CCM - CL Pro,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Middletown,NJ,USA,USA,L,JAMES.VAN RIEMSDYK,James van Riemsdyk,van Riemsdyk,James,LW,TOR,Undisclosed,M-NTC,UFA,Bauer - Supreme 1S,STX - Stallion HPR,Bauer,Bauer - Re-Akt,TRUE - Pro Custom
Ottawa,ON,CAN,CAN,L,PAUL.BYRON,Paul Byron,Byron,Paul,LW,MTL,,,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
London,ON,CAN,CAN,R,SAM.GAGNER,Sam Gagner,Gagner,Sam,C,VAN,Concussion,,UFA,Bauer - Vapor 1X Lite,CCM - Ultra Tacks,CCM,CCM - Vector V08,CCM - Super Tacks
Halifax,NS,CAN,CAN,L,MATTHEW.HIGHMORE,Matthew Highmore,Highmore,Matthew,LW/C,CHI,Undisclosed,,RFA,,,,,
Guelph,ON,CAN,CAN,L,LOGAN.COUTURE,Logan Couture,Couture,Logan,C,SJS,Concussion,,UFA,Warrior - Covert QRL,Warrior - Dynasty AX1,Warrior,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Toronto,ON,CAN,CAN,R,P.K..SUBBAN,P.K. Subban,Subban,P.K.,D,NSH,,,UFA,Easton - Synergy GX,CCM - 4-Roll Pro,CCM,CCM - Resistance,CCM - Ribcor 50K
Keswick,ON,CAN,CAN,L,CHRIS.TIERNEY,Chris Tierney,Tierney,Chris,C,SJS,,,RFA,CCM - Super Tacks 2.0,CCM - HG12,CCM,CCM - Vector V08,TRUE - Pro Custom
North York,ON,CAN,CAN,R,ANTHONY.PELUSO,Anthony Peluso,Peluso,Anthony,RW,WSH,,,UFA,,,,,
Consort,AB,CAN,CAN,R,RILEY.NASH,Riley Nash,Nash,Riley,C,BOS,Illness,,UFA,Warrior - Alpha QX,CCM - HG12,CCM,CCM - Vector V08,Bauer - Supreme 1S
Calgary,AB,CAN,CAN,L,THOMAS.HICKEY,Thomas Hickey,Hickey,Thomas,D,NYI,Upper body,M-NTC,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Ann Arbor,MI,USA,USA,R,JEFF.PETRY,Jeff Petry,Petry,Jeff,D,MTL,,,UFA,CCM - Jetspeed,CCM - 4-Roll Pro,CCM,CCM - Resistance,Bauer - Nexus 1N
New Westminster,BC,CAN,CAN,R,KYLE.TURRIS,Kyle Turris,Turris,Kyle,C,"OTT, NSH","Undisclosed, Illness",,UFA,Bauer - Vapor 1X Lite,Bauer - Nexus 1N,Bauer,Bauer - Re-Akt,Bauer - Nexus 1N
Albany,NY,USA,USA,L,BRIAN.LASHOFF,Brian Lashoff,Lashoff,Brian,D,DET,,,UFA,,,,,
Red Deer,AB,CAN,CAN,R,PAUL.POSTMA,Paul Postma,Postma,Paul,D,BOS,,,UFA,,,,,
Umea,,SWE,SWE,L,5EBASTIAN.AHO,Sebastian Aho,Aho,Sebastian,D,NYI,,,RFA,Warrior - Covert QRL,Warrior - Covert QR1,Bauer,Warrior - Covert PX2,Bauer - Vapor 1X 2.0
Kamloops,BC,CAN,CAN,L,JOE.HICKETTS,Joe Hicketts,Hicketts,Joe,D,DET,,,RFA,,,,,
Miramichi,NB,CAN,CAN,L,BRAD.MALONE,Brad Malone,Malone,Brad,C,EDM,,,UFA,,,,,
Mimico,ON,CAN,CAN,L,BRENDAN.SMITH,Brendan Smith,Smith,Brendan,D,NYR,,NMC,UFA,,,,,
Huntington,NY,USA,CAN,R,BRANDON.SUTTER,Brandon Sutter,Sutter,Brandon,C,VAN,Upper body,NTC,UFA,Bauer - Nexus 1N,Bauer - Vapor APX2,Bauer,Bauer - Re-Akt,Bauer - Nexus 1N
Borlange,,SWE,SWE,L,MATTIAS.EKHOLM,Mattias Ekholm,Ekholm,Mattias,D,NSH,Illness,,UFA,Bauer - Vapor 1X Lite,Bauer - Vapor APX2,Bauer,Bauer - 4500,Bauer - Vapor 1X
Red Deer,AB,CAN,CAN,R,COLTON.SCEVIOUR,Colton Sceviour,Sceviour,Colton,RW/C,FLA,"Head, Upper body",,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Nexus 1N
Sewell,NJ,USA,USA,R,TONY.DEANGELO,Anthony DeAngelo,DeAngelo,Tony,D,NYR,Ankle,NTC,RFA,STX - Stallion HPR,CCM - Super Tacks,CCM,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Sherbrooke,QC,CAN,CAN,R,DAVID.PERRON,David Perron,Perron,David,LW,VGK,Upper body,M-NTC,UFA,CCM - Ribcor Trigger ASY,CCM - HG12,CCM,CCM - Fitlite 3DS,CCM - Ribcor 70K
Chesterfield,MO,USA,USA,R,LUKE.KUNIN,Luke Kunin,Kunin,Luke,C,MIN,Knee,,RFA,CCM - Ribcor Reckoner,CCM - 4-Roll Pro,CCM,CCM - Vector V08,TRUE - Pro Custom
Madison,WI,USA,USA,R,NICK.SCHMALTZ,Nick Schmaltz,Schmaltz,Nick,LW/C,CHI,Upper body,,RFA,CCM - Jetspeed,CCM - Ultra Tacks,CCM,Bauer - Re-Akt 100,Bauer - Supreme 1S
Toronto,ON,CAN,CAN,L,CHRIS.KELLY,Chris Kelly,Kelly,Chris,C,ANA,,,UFA,Bauer - Nexus 1N,Bauer - Vapor 1X,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X
Cranbrook,BC,CAN,CAN,L,DRYDEN.HUNT,Dryden Hunt,Hunt,Dryden,LW,FLA,,,RFA,,,,,
Jyväskylä,,FIN,FIN,R,SAMI.VATANEN,Sami Vatanen,Vatanen,Sami,D,"ANA, NJD",Shoulder,,UFA,CCM - Ribcor Trigger 2 PMT,CCM - Super Tacks,Bauer,Bauer - 9900,Bauer - Vapor 1X 2.0
Edmonton,AB,CAN,CAN,R,TAYLOR.FEDUN,Taylor Fedun,Fedun,Taylor,D,BUF,Lower body,,UFA,,,,,
Orebro,,SWE,SWE,L,CARL.GUNNARSSON,Carl Gunnarsson,Gunnarsson,Carl,D,STL,"Knee, Upper body",,UFA,Warrior - Alpha QX,Warrior - Dynasty AX1,Warrior,CCM - Vector V08,CCM - Ribcor 70K
Ilderton,ON,CAN,CAN,R,MATT.READ,Matt Read,Read,Matt,RW,PHI,,,UFA,Bauer - Nexus 1N,Bauer - Vapor APX2,Bauer,Bauer - Re-Akt,CCM - JetSpeed
Kramfors,,SWE,SWE,L,MARIO.KEMPE,Mario Kempe,Kempe,Mario,RW,ARI,,,UFA,,,,,
Morges,,CHE,CHE,R,YANNICK.WEBER,Yannick Weber,Weber,Yannick,D,NSH,Upper body,,UFA,Easton - Synergy GX,Bauer - Vapor 1X,Bauer,Easton - E400,Bauer - Vapor 1X
Brampton,ON,CAN,CAN,L,RICK.NASH,Rick Nash,Nash,Rick,LW,"NYR, BOS",Upper body,M-NTC,UFA,Easton - Synergy GX,Bauer - Vapor 1X,Bauer,Bauer - 4500,Bauer - Nexus 1N
Buffalo,NY,USA,USA,L,PATRICK.KANE,Patrick Kane,Kane,Patrick,RW,CHI,,,UFA,Bauer - Vapor 1X Lite,Bauer - Nexus 1N,Bauer,Bauer - Re-Akt,Bauer - Vapor 1X 2.0
Los Angeles,CA,USA,USA,R,KEVAN.MILLER,Kevan Miller,Miller,Kevan,D,BOS,Upper body,,UFA,Warrior - Covert QRL,Warrior - Covert QRL,Warrior,CCM - Vector V08,CCM - Super Tacks
Sudbury,ON,CAN,CAN,L,DEREK.MACKENZIE,Derek MacKenzie,MacKenzie,Derek,C,FLA,Undisclosed,,UFA,CCM - Jetspeed,CCM - 4-Roll Pro,CCM,CCM - Vector V08,CCM - JetSpeed
Burlington,ON,CAN,CAN,L,CORY.CONACHER,Cory Conacher,Conacher,Cory,LW/C,TBL,,,UFA,CCM - Super Tacks 2.0,CCM - Ultra Tacks,CCM,Bauer - Re-Akt,Bauer - Vapor 1X
